"id_municipio","Município","Situação do domicílio","Grupo de idade","rural_pop"
"2503605","Caiçara (PB)","Rural","Total","28.12"
"2503704","Cajazeiras (PB)","Rural","Total","18.73"
"2503753","Cajazeirinhas (PB)","Rural","Total","67.03"
"2503803","Caldas Brandão (PB)","Rural","Total","42.81"
"2503902","Camalaú (PB)","Rural","Total","49.78"
"2504009","Campina Grande (PB)","Rural","Total","4.67"
"2504033","Capim (PB)","Rural","Total","26.69"
"2504074","Caraúbas (PB)","Rural","Total","61.09"
"2504108","Carrapateira (PB)","Rural","Total","27.96"
"2504157","Casserengue (PB)","Rural","Total","51.01"
"2504207","Catingueira (PB)","Rural","Total","40.07"
"2504306","Catolé do Rocha (PB)","Rural","Total","25.86"
"2504355","Caturité (PB)","Rural","Total","77.46"
"2504405","Conceição (PB)","Rural","Total","37.74"
"2504504","Condado (PB)","Rural","Total","30.71"
"2504603","Conde (PB)","Rural","Total","32.30"
"2504702","Congo (PB)","Rural","Total","37.23"
"2504801","Coremas (PB)","Rural","Total","24.62"
"2504850","Coxixola (PB)","Rural","Total","55.84"
"2504900","Cruz do Espírito Santo (PB)","Rural","Total","54.24"
"2505006","Cubati (PB)","Rural","Total","30.54"
"2505105","Cuité (PB)","Rural","Total","32.62"
"2505204","Cuitegi (PB)","Rural","Total","18.59"
"2505238","Cuité de Mamanguape (PB)","Rural","Total","66.64"
"2505279","Curral de Cima (PB)","Rural","Total","90.92"
"2505303","Curral Velho (PB)","Rural","Total","43.71"
"2505352","Damião (PB)","Rural","Total","53.51"
"2505402","Desterro (PB)","Rural","Total","38.82"
"2505501","Vista Serrana (PB)","Rural","Total","54.84"
"2505600","Diamante (PB)","Rural","Total","42.29"
"2505709","Dona Inês (PB)","Rural","Total","55.74"
"2505808","Duas Estradas (PB)","Rural","Total","21.96"
"2505907","Emas (PB)","Rural","Total","35.73"
"2506004","Esperança (PB)","Rural","Total","30.44"
"2506103","Fagundes (PB)","Rural","Total","52.08"
"2506202","Frei Martinho (PB)","Rural","Total","38.39"
"2506251","Gado Bravo (PB)","Rural","Total","89.16"
"2506301","Guarabira (PB)","Rural","Total","11.51"
"2506400","Gurinhém (PB)","Rural","Total","58.23"
"2506509","Gurjão (PB)","Rural","Total","32.64"
"2506608","Ibiara (PB)","Rural","Total","38.88"
"2506707","Imaculada (PB)","Rural","Total","55.40"
"2506806","Ingá (PB)","Rural","Total","36.20"
"2506905","Itabaiana (PB)","Rural","Total","19.40"
"2507002","Itaporanga (PB)","Rural","Total","23.99"
"2507101","Itapororoca (PB)","Rural","Total","36.13"
"2507200","Itatuba (PB)","Rural","Total","41.62"
"2507309","Jacaraú (PB)","Rural","Total","42.39"
"2507408","Jericó (PB)","Rural","Total","37.26"
"2507507","João Pessoa (PB)","Rural","Total","0.35"
"2507606","Juarez Távora (PB)","Rural","Total","21.54"
"2507705","Juazeirinho (PB)","Rural","Total","45.61"
"2507804","Junco do Seridó (PB)","Rural","Total","34.23"
"2507903","Juripiranga (PB)","Rural","Total","6.36"
"2508000","Juru (PB)","Rural","Total","55.64"
"2508109","Lagoa (PB)","Rural","Total","50.78"
"2508208","Lagoa de Dentro (PB)","Rural","Total","46.07"
"2508307","Lagoa Seca (PB)","Rural","Total","59.19"
"2508406","Lastro (PB)","Rural","Total","53.01"
"2508505","Livramento (PB)","Rural","Total","47.63"
"2508554","Logradouro (PB)","Rural","Total","56.29"
"2508604","Lucena (PB)","Rural","Total","13.45"
"2508703","Mãe d'Água (PB)","Rural","Total","60.96"
"2508802","Malta (PB)","Rural","Total","12.61"
"2508901","Mamanguape (PB)","Rural","Total","19.07"
"2509008","Manaíra (PB)","Rural","Total","43.98"
"2509057","Marcação (PB)","Rural","Total","62.56"
"2509107","Mari (PB)","Rural","Total","17.57"
"2509156","Marizópolis (PB)","Rural","Total","13.22"
"2509206","Massaranduba (PB)","Rural","Total","65.25"
"2509305","Mataraca (PB)","Rural","Total","11.60"
"2509339","Matinhas (PB)","Rural","Total","84.22"
"2509370","Mato Grosso (PB)","Rural","Total","55.55"
"2509396","Maturéia (PB)","Rural","Total","35.06"
"2509404","Mogeiro (PB)","Rural","Total","55.30"
"2509503","Montadas (PB)","Rural","Total","36.75"
"2509602","Monte Horebe (PB)","Rural","Total","44.52"
"2509701","Monteiro (PB)","Rural","Total","34.33"
"2509800","Mulungu (PB)","Rural","Total","52.10"
"2509909","Natuba (PB)","Rural","Total","65.61"
"2510006","Nazarezinho (PB)","Rural","Total","56.26"
"2510105","Nova Floresta (PB)","Rural","Total","25.07"
"2510204","Nova Olinda (PB)","Rural","Total","46.84"
"2510303","Nova Palmeira (PB)","Rural","Total","41.48"
"2510402","Olho d'Água (PB)","Rural","Total","44.19"
"2510501","Olivedos (PB)","Rural","Total","47.56"
"2510600","Ouro Velho (PB)","Rural","Total","30.09"
"2510659","Parari (PB)","Rural","Total","44.35"
"2510709","Passagem (PB)","Rural","Total","50.34"
"2510808","Patos (PB)","Rural","Total","3.37"
"2510907","Paulista (PB)","Rural","Total","51.48"
"2511004","Pedra Branca (PB)","Rural","Total","36.44"
"2511103","Pedra Lavrada (PB)","Rural","Total","58.86"
"2511202","Pedras de Fogo (PB)","Rural","Total","39.49"
"2511301","Piancó (PB)","Rural","Total","27.07"
"2511400","Picuí (PB)","Rural","Total","33.49"
"2511509","Pilar (PB)","Rural","Total","31.44"
"2511608","Pilões (PB)","Rural","Total","52.25"
"2511707","Pilõezinhos (PB)","Rural","Total","46.71"
"2511806","Pirpirituba (PB)","Rural","Total","23.55"
"2511905","Pitimbu (PB)","Rural","Total","38.81"
"2512002","Pocinhos (PB)","Rural","Total","43.53"
"2512036","Poço Dantas (PB)","Rural","Total","73.95"
"2512077","Poço de José de Moura (PB)","Rural","Total","64.18"
"2512101","Pombal (PB)","Rural","Total","19.80"
"2512200","Prata (PB)","Rural","Total","36.59"
"2512309","Princesa Isabel (PB)","Rural","Total","31.74"
"2512408","Puxinanã (PB)","Rural","Total","67.37"
"2512507","Queimadas (PB)","Rural","Total","45.83"
"2512606","Quixaba (PB)","Rural","Total","62.74"
"2512705","Remígio (PB)","Rural","Total","26.32"
"2512721","Pedro Régis (PB)","Rural","Total","62.74"
"2512747","Riachão (PB)","Rural","Total","37.97"
"2512754","Riachão do Bacamarte (PB)","Rural","Total","37.55"
"2512762","Riachão do Poço (PB)","Rural","Total","69.09"
"2512788","Riacho de Santo Antônio (PB)","Rural","Total","31.13"
"2512804","Riacho dos Cavalos (PB)","Rural","Total","51.59"
"2512903","Rio Tinto (PB)","Rural","Total","43.17"
"2513000","Salgadinho (PB)","Rural","Total","65.71"
"2513109","Salgado de São Félix (PB)","Rural","Total","56.16"
"2513158","Santa Cecília (PB)","Rural","Total","71.94"
"2513208","Santa Cruz (PB)","Rural","Total","53.82"
"2513307","Santa Helena (PB)","Rural","Total","49.67"
"2513356","Santa Inês (PB)","Rural","Total","59.59"
"2513406","Santa Luzia (PB)","Rural","Total","8.42"
"2513505","Santana de Mangueira (PB)","Rural","Total","58.15"
"2513604","Santana dos Garrotes (PB)","Rural","Total","48.58"
"2513653","Joca Claudino (PB)","Rural","Total","67.88"
"2513703","Santa Rita (PB)","Rural","Total","13.79"
"2513802","Santa Teresinha (PB)","Rural","Total","51.80"
"2513851","Santo André (PB)","Rural","Total","67.21"
"2513901","São Bento (PB)","Rural","Total","18.91"
"2513927","São Bentinho (PB)","Rural","Total","31.25"
"2513943","São Domingos do Cariri (PB)","Rural","Total","57.27"
"2513968","São Domingos (PB)","Rural","Total","65.18"
"2513984","São Francisco (PB)","Rural","Total","59.48"
"2514008","São João do Cariri (PB)","Rural","Total","45.97"
"2514107","São João do Tigre (PB)","Rural","Total","65.22"
"2514206","São José da Lagoa Tapada (PB)","Rural","Total","56.17"
"2514305","São José de Caiana (PB)","Rural","Total","54.59"
"2514404","São José de Espinharas (PB)","Rural","Total","66.03"
"2514453","São José dos Ramos (PB)","Rural","Total","56.92"
"2514503","São José de Piranhas (PB)","Rural","Total","43.36"
"2514552","São José de Princesa (PB)","Rural","Total","83.53"
"2514602","São José do Bonfim (PB)","Rural","Total","57.90"
"2514651","São José do Brejo do Cruz (PB)","Rural","Total","43.11"
"2514701","São José do Sabugi (PB)","Rural","Total","35.69"
"2514800","São José dos Cordeiros (PB)","Rural","Total","58.77"
"2514909","São Mamede (PB)","Rural","Total","23.48"
"2515005","São Miguel de Taipu (PB)","Rural","Total","55.54"
"2515104","São Sebastião de Lagoa de Roça (PB)","Rural","Total","57.80"
"2515203","São Sebastião do Umbuzeiro (PB)","Rural","Total","35.18"
"2515302","Sapé (PB)","Rural","Total","23.94"
"2515401","São Vicente do Seridó (PB)","Rural","Total","55.06"
"2515500","Serra Branca (PB)","Rural","Total","35.11"
"2515609","Serra da Raiz (PB)","Rural","Total","33.36"
"2515708","Serra Grande (PB)","Rural","Total","40.30"
"2515807","Serra Redonda (PB)","Rural","Total","48.82"
"2515906","Serraria (PB)","Rural","Total","44.42"
"2515930","Sertãozinho (PB)","Rural","Total","26.85"
"2515971","Sobrado (PB)","Rural","Total","88.02"
"2516003","Solânea (PB)","Rural","Total","27.58"
"2516102","Soledade (PB)","Rural","Total","25.53"
"2516151","Sossêgo (PB)","Rural","Total","50.08"
"2516201","Sousa (PB)","Rural","Total","21.16"
"2516300","Sumé (PB)","Rural","Total","23.81"
"2516409","Tacima (PB)","Rural","Total","57.44"
"2516508","Taperoá (PB)","Rural","Total","40.15"
"2516607","Tavares (PB)","Rural","Total","53.09"
"2516706","Teixeira (PB)","Rural","Total","31.95"
"2516755","Tenório (PB)","Rural","Total","40.53"
"2516805","Triunfo (PB)","Rural","Total","53.26"
"2516904","Uiraúna (PB)","Rural","Total","29.04"
"2517001","Umbuzeiro (PB)","Rural","Total","57.13"
"2517100","Várzea (PB)","Rural","Total","26.72"
"2517209","Vieirópolis (PB)","Rural","Total","80.26"
"2517407","Zabelê (PB)","Rural","Total","29.06"
"2600054","Abreu e Lima (PE)","Rural","Total","8.26"
"2600104","Afogados da Ingazeira (PE)","Rural","Total","21.90"
"2600203","Afrânio (PE)","Rural","Total","66.67"
"2600302","Agrestina (PE)","Rural","Total","25.23"
"2600401","Água Preta (PE)","Rural","Total","43.34"
"2600500","Águas Belas (PE)","Rural","Total","38.95"
"2600609","Alagoinha (PE)","Rural","Total","43.54"
"2600708","Aliança (PE)","Rural","Total","45.89"
"2600807","Altinho (PE)","Rural","Total","42.84"
"2600906","Amaraji (PE)","Rural","Total","26.87"
"2601003","Angelim (PE)","Rural","Total","40.34"
"2601052","Araçoiaba (PE)","Rural","Total","15.91"
"2601102","Araripina (PE)","Rural","Total","39.32"
"2601201","Arcoverde (PE)","Rural","Total","8.90"
"2601300","Barra de Guabiraba (PE)","Rural","Total","10.85"
"2601409","Barreiros (PE)","Rural","Total","16.57"
"2601508","Belém de Maria (PE)","Rural","Total","30.48"
"2601607","Belém do São Francisco (PE)","Rural","Total","37.88"
"2601706","Belo Jardim (PE)","Rural","Total","19.60"
"2601805","Betânia (PE)","Rural","Total","69.07"
"2601904","Bezerros (PE)","Rural","Total","15.22"
"2602001","Bodocó (PE)","Rural","Total","63.52"
"2602100","Bom Conselho (PE)","Rural","Total","34.56"
"2602209","Bom Jardim (PE)","Rural","Total","59.83"
"2602308","Bonito (PE)","Rural","Total","30.23"
"2602407","Brejão (PE)","Rural","Total","59.70"
"2602506","Brejinho (PE)","Rural","Total","53.66"
"2602605","Brejo da Madre de Deus (PE)","Rural","Total","22.26"
"2602704","Buenos Aires (PE)","Rural","Total","36.85"
"2602803","Buíque (PE)","Rural","Total","59.32"
"2602902","Cabo de Santo Agostinho (PE)","Rural","Total","9.32"
"2603009","Cabrobó (PE)","Rural","Total","35.87"
"2603108","Cachoeirinha (PE)","Rural","Total","19.20"
"2603207","Caetés (PE)","Rural","Total","71.70"
"2603306","Calçado (PE)","Rural","Total","65.75"
"2603405","Calumbi (PE)","Rural","Total","61.40"
"2603454","Camaragibe (PE)","Rural","Total","-"
"2603504","Camocim de São Félix (PE)","Rural","Total","16.24"
"2603603","Camutanga (PE)","Rural","Total","19.89"
"2603702","Canhotinho (PE)","Rural","Total","42.47"
"2603801","Capoeiras (PE)","Rural","Total","68.03"
"2603900","Carnaíba (PE)","Rural","Total","58.95"
"2603926","Carnaubeira da Penha (PE)","Rural","Total","83.18"
"2604007","Carpina (PE)","Rural","Total","3.74"
"2604106","Caruaru (PE)","Rural","Total","11.22"
"2604155","Casinhas (PE)","Rural","Total","87.62"
"2604205","Catende (PE)","Rural","Total","23.69"
"2604304","Cedro (PE)","Rural","Total","41.63"
"2604403","Chã de Alegria (PE)","Rural","Total","22.89"
"2604502","Chã Grande (PE)","Rural","Total","32.01"
"2604601","Condado (PE)","Rural","Total","6.77"
"2604700","Correntes (PE)","Rural","Total","40.70"
"2604809","Cortês (PE)","Rural","Total","36.55"
"2604908","Cumaru (PE)","Rural","Total","53.22"
"2605004","Cupira (PE)","Rural","Total","11.13"
"2605103","Custódia (PE)","Rural","Total","35.86"
"2605152","Dormentes (PE)","Rural","Total","64.51"
"2605202","Escada (PE)","Rural","Total","15.04"
"2605301","Exu (PE)","Rural","Total","48.47"
"2605400","Feira Nova (PE)","Rural","Total","20.70"
"2605459","Fernando de Noronha (PE)","Rural","Total","-"
"2605509","Ferreiros (PE)","Rural","Total","19.84"
"2605608","Flores (PE)","Rural","Total","57.76"
"2605707","Floresta (PE)","Rural","Total","31.80"
"2605806","Frei Miguelinho (PE)","Rural","Total","76.29"
"2605905","Gameleira (PE)","Rural","Total","30.12"
"2606002","Garanhuns (PE)","Rural","Total","10.86"
"2606101","Glória do Goitá (PE)","Rural","Total","46.81"
"2606200","Goiana (PE)","Rural","Total","23.29"
"2606309","Granito (PE)","Rural","Total","53.64"
"2606408","Gravatá (PE)","Rural","Total","10.56"
"2606507","Iati (PE)","Rural","Total","57.96"
"2606606","Ibimirim (PE)","Rural","Total","44.74"
"2606705","Ibirajuba (PE)","Rural","Total","58.32"
"2606804","Igarassu (PE)","Rural","Total","7.93"
"2606903","Iguaracy (PE)","Rural","Total","48.13"
"2607000","Inajá (PE)","Rural","Total","58.29"
"2607109","Ingazeira (PE)","Rural","Total","45.37"
"2607208","Ipojuca (PE)","Rural","Total","25.94"
"2607307","Ipubi (PE)","Rural","Total","38.56"
"2607406","Itacuruba (PE)","Rural","Total","15.13"
"2607505","Itaíba (PE)","Rural","Total","63.10"
"2607604","Ilha de Itamaracá (PE)","Rural","Total","22.35"
"2607653","Itambé (PE)","Rural","Total","16.88"
"2607703","Itapetim (PE)","Rural","Total","39.30"
"2607752","Itapissuma (PE)","Rural","Total","22.92"
"2607802","Itaquitinga (PE)","Rural","Total","23.12"
"2607901","Jaboatão dos Guararapes (PE)","Rural","Total","2.18"
"2607950","Jaqueira (PE)","Rural","Total","38.42"
"2608008","Jataúba (PE)","Rural","Total","41.94"
"2608057","Jatobá (PE)","Rural","Total","56.44"
"2608107","João Alfredo (PE)","Rural","Total","51.14"
"2608206","Joaquim Nabuco (PE)","Rural","Total","27.07"
"2608255","Jucati (PE)","Rural","Total","73.33"
"2608305","Jupi (PE)","Rural","Total","39.03"
"2608404","Jurema (PE)","Rural","Total","39.80"
"2608453","Lagoa do Carro (PE)","Rural","Total","27.33"
"2608503","Lagoa de Itaenga (PE)","Rural","Total","17.14"
"2608602","Lagoa do Ouro (PE)","Rural","Total","50.30"
"2608701","Lagoa dos Gatos (PE)","Rural","Total","44.66"
"2608750","Lagoa Grande (PE)","Rural","Total","54.24"
"2608800","Lajedo (PE)","Rural","Total","27.94"
"2608909","Limoeiro (PE)","Rural","Total","19.62"
"2609006","Macaparana (PE)","Rural","Total","38.00"
"2609105","Machados (PE)","Rural","Total","37.82"
"2609154","Manari (PE)","Rural","Total","78.89"
"2609204","Maraial (PE)","Rural","Total","30.02"
"2609303","Mirandiba (PE)","Rural","Total","50.09"
"2609402","Moreno (PE)","Rural","Total","11.46"
"2609501","Nazaré da Mata (PE)","Rural","Total","11.74"
"2609600","Olinda (PE)","Rural","Total","1.97"
"2609709","Orobó (PE)","Rural","Total","64.01"
"2609808","Orocó (PE)","Rural","Total","64.97"
"2609907","Ouricuri (PE)","Rural","Total","49.35"
"2610004","Palmares (PE)","Rural","Total","21.23"
"2610103","Palmeirina (PE)","Rural","Total","36.77"
"2610202","Panelas (PE)","Rural","Total","45.55"
"2610301","Paranatama (PE)","Rural","Total","79.63"
"2610400","Parnamirim (PE)","Rural","Total","58.58"
"2610509","Passira (PE)","Rural","Total","51.29"
"2610608","Paudalho (PE)","Rural","Total","29.26"
"2610707","Paulista (PE)","Rural","Total","-"
"2610806","Pedra (PE)","Rural","Total","42.71"
"2610905","Pesqueira (PE)","Rural","Total","28.29"
"2611002","Petrolândia (PE)","Rural","Total","27.30"
"2611101","Petrolina (PE)","Rural","Total","25.44"
"2611200","Poção (PE)","Rural","Total","37.84"
"2611309","Pombos (PE)","Rural","Total","33.42"
"2611408","Primavera (PE)","Rural","Total","36.16"
"2611507","Quipapá (PE)","Rural","Total","51.27"
"2611533","Quixaba (PE)","Rural","Total","62.98"
"2611606","Recife (PE)","Rural","Total","-"
"2611705","Riacho das Almas (PE)","Rural","Total","54.27"
"2611804","Ribeirão (PE)","Rural","Total","23.48"
"2611903","Rio Formoso (PE)","Rural","Total","39.63"
"2612000","Sairé (PE)","Rural","Total","43.91"
"2612109","Salgadinho (PE)","Rural","Total","67.12"
"2612208","Salgueiro (PE)","Rural","Total","19.28"
"2612307","Saloá (PE)","Rural","Total","49.91"
"2612406","Sanharó (PE)","Rural","Total","43.07"
"2612455","Santa Cruz (PE)","Rural","Total","67.29"
"2612471","Santa Cruz da Baixa Verde (PE)","Rural","Total","55.16"
"2612505","Santa Cruz do Capibaribe (PE)","Rural","Total","2.27"
"2612554","Santa Filomena (PE)","Rural","Total","83.35"
"2612604","Santa Maria da Boa Vista (PE)","Rural","Total","62.28"
"2612703","Santa Maria do Cambucá (PE)","Rural","Total","74.85"
"2612802","Santa Terezinha (PE)","Rural","Total","37.44"
"2612901","São Benedito do Sul (PE)","Rural","Total","48.66"
"2613008","São Bento do Una (PE)","Rural","Total","47.60"
"2613107","São Caitano (PE)","Rural","Total","23.23"
"2613206","São João (PE)","Rural","Total","54.69"
"2613305","São Joaquim do Monte (PE)","Rural","Total","31.07"
"2613404","São José da Coroa Grande (PE)","Rural","Total","26.09"
"2613503","São José do Belmonte (PE)","Rural","Total","50.43"
"2613602","São José do Egito (PE)","Rural","Total","34.15"
"2613701","São Lourenço da Mata (PE)","Rural","Total","5.95"
"2613800","São Vicente Férrer (PE)","Rural","Total","34.11"
"2613909","Serra Talhada (PE)","Rural","Total","22.66"
"2614006","Serrita (PE)","Rural","Total","65.33"
"2614105","Sertânia (PE)","Rural","Total","45.08"
"2614204","Sirinhaém (PE)","Rural","Total","46.68"
"2614303","Moreilândia (PE)","Rural","Total","38.57"
"2614402","Solidão (PE)","Rural","Total","68.12"
"2614501","Surubim (PE)","Rural","Total","24.74"
"2614600","Tabira (PE)","Rural","Total","25.19"
"2614709","Tacaimbó (PE)","Rural","Total","44.32"
"2614808","Tacaratu (PE)","Rural","Total","58.35"
"2614857","Tamandaré (PE)","Rural","Total","26.77"
"2615003","Taquaritinga do Norte (PE)","Rural","Total","27.88"
"2615102","Terezinha (PE)","Rural","Total","57.55"
"2615201","Terra Nova (PE)","Rural","Total","45.96"
"2615300","Timbaúba (PE)","Rural","Total","13.86"
"2615409","Toritama (PE)","Rural","Total","4.02"
"2615508","Tracunhaém (PE)","Rural","Total","15.98"
"2615607","Trindade (PE)","Rural","Total","13.98"
"2615706","Triunfo (PE)","Rural","Total","47.06"
"2615805","Tupanatinga (PE)","Rural","Total","65.06"
"2615904","Tuparetama (PE)","Rural","Total","19.86"
"2616001","Venturosa (PE)","Rural","Total","35.57"
"2616100","Verdejante (PE)","Rural","Total","70.55"
"2616183","Vertente do Lério (PE)","Rural","Total","76.97"
"2616209","Vertentes (PE)","Rural","Total","28.98"
"2616308","Vicência (PE)","Rural","Total","55.08"
"2616407","Vitória de Santo Antão (PE)","Rural","Total","12.73"
"2616506","Xexéu (PE)","Rural","Total","34.93"
"2700102","Água Branca (AL)","Rural","Total","73.67"
"2700201","Anadia (AL)","Rural","Total","48.64"
"2700300","Arapiraca (AL)","Rural","Total","15.20"
"2700409","Atalaia (AL)","Rural","Total","49.33"
"2700508","Barra de Santo Antônio (AL)","Rural","Total","6.94"
"2700607","Barra de São Miguel (AL)","Rural","Total","13.90"
"2700706","Batalha (AL)","Rural","Total","29.48"
"2700805","Belém (AL)","Rural","Total","58.87"
"2700904","Belo Monte (AL)","Rural","Total","83.34"
"2701001","Boca da Mata (AL)","Rural","Total","32.30"
"2701100","Branquinha (AL)","Rural","Total","36.95"
"2701209","Cacimbinhas (AL)","Rural","Total","47.01"
"2701308","Cajueiro (AL)","Rural","Total","19.23"
"2701357","Campestre (AL)","Rural","Total","16.04"
"2701407","Campo Alegre (AL)","Rural","Total","56.39"
"2701506","Campo Grande (AL)","Rural","Total","53.66"
"2701605","Canapi (AL)","Rural","Total","67.90"
"2701704","Capela (AL)","Rural","Total","25.92"
"2701803","Carneiros (AL)","Rural","Total","43.28"
"2701902","Chã Preta (AL)","Rural","Total","37.20"
"2702009","Coité do Nóia (AL)","Rural","Total","65.80"
"2702108","Colônia Leopoldina (AL)","Rural","Total","23.48"
"2702207","Coqueiro Seco (AL)","Rural","Total","10.01"
"2702306","Coruripe (AL)","Rural","Total","11.68"
"2702355","Craíbas (AL)","Rural","Total","67.63"
"2702405","Delmiro Gouveia (AL)","Rural","Total","27.53"
"2702504","Dois Riachos (AL)","Rural","Total","53.26"
"2702553","Estrela de Alagoas (AL)","Rural","Total","76.64"
"2702603","Feira Grande (AL)","Rural","Total","83.95"
"2702702","Feliz Deserto (AL)","Rural","Total","19.88"
"2702801","Flexeiras (AL)","Rural","Total","34.95"
"2702900","Girau do Ponciano (AL)","Rural","Total","69.13"
"2703007","Ibateguara (AL)","Rural","Total","38.38"
"2703106","Igaci (AL)","Rural","Total","75.45"
"2703205","Igreja Nova (AL)","Rural","Total","79.50"
"2703304","Inhapi (AL)","Rural","Total","62.57"
"2703403","Jacaré dos Homens (AL)","Rural","Total","43.99"
"2703502","Jacuípe (AL)","Rural","Total","37.76"
"2703601","Japaratinga (AL)","Rural","Total","57.34"
"2703700","Jaramataia (AL)","Rural","Total","47.59"
"2703759","Jequiá da Praia (AL)","Rural","Total","76.07"
"2703809","Joaquim Gomes (AL)","Rural","Total","35.87"
"2703908","Jundiá (AL)","Rural","Total","32.72"
"2704005","Junqueiro (AL)","Rural","Total","67.26"
"2704104","Lagoa da Canoa (AL)","Rural","Total","49.78"
"2704203","Limoeiro de Anadia (AL)","Rural","Total","91.68"
"2704302","Maceió (AL)","Rural","Total","0.07"
"2704401","Major Isidoro (AL)","Rural","Total","50.75"
"2704500","Maragogi (AL)","Rural","Total","35.22"
"2704609","Maravilha (AL)","Rural","Total","50.05"
"2704708","Marechal Deodoro (AL)","Rural","Total","5.62"
"2704807","Maribondo (AL)","Rural","Total","26.73"
"2704906","Mar Vermelho (AL)","Rural","Total","55.15"
"2705002","Mata Grande (AL)","Rural","Total","77.03"
"2705101","Matriz de Camaragibe (AL)","Rural","Total","7.10"
"2705200","Messias (AL)","Rural","Total","9.05"
"2705309","Minador do Negrão (AL)","Rural","Total","57.31"
"2705408","Monteirópolis (AL)","Rural","Total","63.73"
"2705507","Murici (AL)","Rural","Total","17.23"
"2705606","Novo Lino (AL)","Rural","Total","39.24"
"2705705","Olho d'Água das Flores (AL)","Rural","Total","31.31"
"2705804","Olho d'Água do Casado (AL)","Rural","Total","52.57"
"2705903","Olho d'Água Grande (AL)","Rural","Total","75.73"
"2706000","Olivença (AL)","Rural","Total","71.60"
"2706109","Ouro Branco (AL)","Rural","Total","36.95"
"2706208","Palestina (AL)","Rural","Total","36.68"
"2706307","Palmeira dos Índios (AL)","Rural","Total","26.66"
"2706406","Pão de Açúcar (AL)","Rural","Total","54.77"
"2706422","Pariconha (AL)","Rural","Total","72.76"
"2706448","Paripueira (AL)","Rural","Total","11.44"
"2706505","Passo de Camaragibe (AL)","Rural","Total","51.04"
"2706604","Paulo Jacinto (AL)","Rural","Total","33.91"
"2706703","Penedo (AL)","Rural","Total","25.44"
"2706802","Piaçabuçu (AL)","Rural","Total","39.34"
"2706901","Pilar (AL)","Rural","Total","4.52"
"2707008","Pindoba (AL)","Rural","Total","42.88"
"2707107","Piranhas (AL)","Rural","Total","42.77"
"2707206","Poço das Trincheiras (AL)","Rural","Total","85.27"
"2707305","Porto Calvo (AL)","Rural","Total","21.44"
"2707404","Porto de Pedras (AL)","Rural","Total","43.08"
"2707503","Porto Real do Colégio (AL)","Rural","Total","65.83"
"2707602","Quebrangulo (AL)","Rural","Total","43.61"
"2707701","Rio Largo (AL)","Rural","Total","18.30"
"2707800","Roteiro (AL)","Rural","Total","12.41"
"2707909","Santa Luzia do Norte (AL)","Rural","Total","10.43"
"2708006","Santana do Ipanema (AL)","Rural","Total","39.50"
"2708105","Santana do Mundaú (AL)","Rural","Total","48.38"
"2708204","São Brás (AL)","Rural","Total","52.62"
"2708303","São José da Laje (AL)","Rural","Total","32.16"
"2708402","São José da Tapera (AL)","Rural","Total","61.32"
"2708501","São Luís do Quitunde (AL)","Rural","Total","36.48"
"2708600","São Miguel dos Campos (AL)","Rural","Total","3.68"
"2708709","São Miguel dos Milagres (AL)","Rural","Total","68.44"
"2708808","São Sebastião (AL)","Rural","Total","61.55"
"2708907","Satuba (AL)","Rural","Total","12.40"
"2708956","Senador Rui Palmeira (AL)","Rural","Total","69.77"
"2709004","Tanque d'Arca (AL)","Rural","Total","65.04"
"2709103","Taquarana (AL)","Rural","Total","61.55"
"2709152","Teotônio Vilela (AL)","Rural","Total","15.47"
"2709202","Traipu (AL)","Rural","Total","68.77"
"2709301","União dos Palmares (AL)","Rural","Total","23.58"
"2709400","Viçosa (AL)","Rural","Total","27.92"
"2800100","Amparo do São Francisco (SE)","Rural","Total","19.12"
"2800209","Aquidabã (SE)","Rural","Total","42.87"
"2800308","Aracaju (SE)","Rural","Total","-"
"2800407","Arauá (SE)","Rural","Total","58.75"
"2800506","Areia Branca (SE)","Rural","Total","51.41"
"2800605","Barra dos Coqueiros (SE)","Rural","Total","16.38"
"2800670","Boquim (SE)","Rural","Total","37.36"
"2800704","Brejo Grande (SE)","Rural","Total","48.05"
"2801009","Campo do Brito (SE)","Rural","Total","50.27"
"2801108","Canhoba (SE)","Rural","Total","62.11"
"2801207","Canindé de São Francisco (SE)","Rural","Total","43.03"
"2801306","Capela (SE)","Rural","Total","35.82"
"2801405","Carira (SE)","Rural","Total","44.18"
"2801504","Carmópolis (SE)","Rural","Total","20.64"
"2801603","Cedro de São João (SE)","Rural","Total","10.62"
"2801702","Cristinápolis (SE)","Rural","Total","49.54"
"2801900","Cumbe (SE)","Rural","Total","40.44"
"2802007","Divina Pastora (SE)","Rural","Total","51.48"
"2802106","Estância (SE)","Rural","Total","14.98"
"2802205","Feira Nova (SE)","Rural","Total","32.63"
"2802304","Frei Paulo (SE)","Rural","Total","40.80"
"2802403","Gararu (SE)","Rural","Total","73.25"
"2802502","General Maynard (SE)","Rural","Total","37.08"
"2802601","Gracho Cardoso (SE)","Rural","Total","52.12"
"2802700","Ilha das Flores (SE)","Rural","Total","34.89"
"2802809","Indiaroba (SE)","Rural","Total","64.72"
"2802908","Itabaiana (SE)","Rural","Total","22.14"
"2803005","Itabaianinha (SE)","Rural","Total","50.12"
"2803104","Itabi (SE)","Rural","Total","44.65"
"2803203","Itaporanga d'Ajuda (SE)","Rural","Total","60.98"
