"id_municipio","Município","Situação do domicílio","Grupo de idade","rural_pop"
"2803302","Japaratuba (SE)","Rural","Total","53.14"
"2803401","Japoatã (SE)","Rural","Total","66.67"
"2803500","Lagarto (SE)","Rural","Total","48.49"
"2803609","Laranjeiras (SE)","Rural","Total","20.98"
"2803708","Macambira (SE)","Rural","Total","52.15"
"2803807","Malhada dos Bois (SE)","Rural","Total","53.70"
"2803906","Malhador (SE)","Rural","Total","53.28"
"2804003","Maruim (SE)","Rural","Total","26.32"
"2804102","Moita Bonita (SE)","Rural","Total","58.19"
"2804201","Monte Alegre de Sergipe (SE)","Rural","Total","40.98"
"2804300","Muribeca (SE)","Rural","Total","55.23"
"2804409","Neópolis (SE)","Rural","Total","43.17"
"2804458","Nossa Senhora Aparecida (SE)","Rural","Total","59.39"
"2804508","Nossa Senhora da Glória (SE)","Rural","Total","33.48"
"2804607","Nossa Senhora das Dores (SE)","Rural","Total","34.80"
"2804706","Nossa Senhora de Lourdes (SE)","Rural","Total","47.24"
"2804805","Nossa Senhora do Socorro (SE)","Rural","Total","3.11"
"2804904","Pacatuba (SE)","Rural","Total","79.54"
"2805000","Pedra Mole (SE)","Rural","Total","59.75"
"2805109","Pedrinhas (SE)","Rural","Total","26.74"
"2805208","Pinhão (SE)","Rural","Total","44.43"
"2805307","Pirambu (SE)","Rural","Total","41.38"
"2805406","Poço Redondo (SE)","Rural","Total","72.35"
"2805505","Poço Verde (SE)","Rural","Total","43.99"
"2805604","Porto da Folha (SE)","Rural","Total","63.33"
"2805703","Propriá (SE)","Rural","Total","14.27"
"2805802","Riachão do Dantas (SE)","Rural","Total","74.87"
"2805901","Riachuelo (SE)","Rural","Total","16.03"
"2806008","Ribeirópolis (SE)","Rural","Total","30.54"
"2806107","Rosário do Catete (SE)","Rural","Total","29.41"
"2806206","Salgado (SE)","Rural","Total","65.43"
"2806305","Santa Luzia do Itanhy (SE)","Rural","Total","77.52"
"2806404","Santana do São Francisco (SE)","Rural","Total","35.73"
"2806503","Santa Rosa de Lima (SE)","Rural","Total","43.00"
"2806602","Santo Amaro das Brotas (SE)","Rural","Total","28.04"
"2806701","São Cristóvão (SE)","Rural","Total","15.47"
"2806800","São Domingos (SE)","Rural","Total","49.89"
"2806909","São Francisco (SE)","Rural","Total","29.89"
"2807006","São Miguel do Aleixo (SE)","Rural","Total","52.76"
"2807105","Simão Dias (SE)","Rural","Total","47.22"
"2807204","Siriri (SE)","Rural","Total","60.26"
"2807303","Telha (SE)","Rural","Total","61.89"
"2807402","Tobias Barreto (SE)","Rural","Total","32.91"
"2807501","Tomar do Geru (SE)","Rural","Total","62.57"
"2807600","Umbaúba (SE)","Rural","Total","37.94"
"2900108","Abaíra (BA)","Rural","Total","55.07"
"2900207","Abaré (BA)","Rural","Total","47.09"
"2900306","Acajutiba (BA)","Rural","Total","12.82"
"2900355","Adustina (BA)","Rural","Total","64.51"
"2900405","Água Fria (BA)","Rural","Total","63.28"
"2900504","Érico Cardoso (BA)","Rural","Total","81.43"
"2900603","Aiquara (BA)","Rural","Total","41.76"
"2900702","Alagoinhas (BA)","Rural","Total","12.62"
"2900801","Alcobaça (BA)","Rural","Total","47.89"
"2900900","Almadina (BA)","Rural","Total","20.09"
"2901007","Amargosa (BA)","Rural","Total","27.54"
"2901106","Amélia Rodrigues (BA)","Rural","Total","20.77"
"2901155","América Dourada (BA)","Rural","Total","32.13"
"2901205","Anagé (BA)","Rural","Total","80.70"
"2901304","Andaraí (BA)","Rural","Total","44.32"
"2901353","Andorinha (BA)","Rural","Total","56.93"
"2901403","Angical (BA)","Rural","Total","53.59"
"2901502","Anguera (BA)","Rural","Total","57.76"
"2901601","Antas (BA)","Rural","Total","62.75"
"2901700","Antônio Cardoso (BA)","Rural","Total","72.09"
"2901809","Antônio Gonçalves (BA)","Rural","Total","47.50"
"2901908","Aporá (BA)","Rural","Total","52.03"
"2901957","Apuarema (BA)","Rural","Total","31.40"
"2902005","Aracatu (BA)","Rural","Total","71.35"
"2902054","Araçás (BA)","Rural","Total","49.77"
"2902104","Araci (BA)","Rural","Total","61.98"
"2902203","Aramari (BA)","Rural","Total","48.93"
"2902252","Arataca (BA)","Rural","Total","46.23"
"2902302","Aratuípe (BA)","Rural","Total","35.89"
"2902401","Aurelino Leal (BA)","Rural","Total","15.95"
"2902500","Baianópolis (BA)","Rural","Total","74.86"
"2902609","Baixa Grande (BA)","Rural","Total","58.43"
"2902658","Banzaê (BA)","Rural","Total","65.79"
"2902708","Barra (BA)","Rural","Total","54.49"
"2902807","Barra da Estiva (BA)","Rural","Total","50.89"
"2902906","Barra do Choça (BA)","Rural","Total","35.59"
"2903003","Barra do Mendes (BA)","Rural","Total","55.27"
"2903102","Barra do Rocha (BA)","Rural","Total","39.71"
"2903201","Barreiras (BA)","Rural","Total","9.96"
"2903235","Barro Alto (BA)","Rural","Total","50.69"
"2903276","Barrocas (BA)","Rural","Total","59.87"
"2903300","Barro Preto (BA)","Rural","Total","17.95"
"2903409","Belmonte (BA)","Rural","Total","47.61"
"2903508","Belo Campo (BA)","Rural","Total","43.64"
"2903607","Biritinga (BA)","Rural","Total","76.29"
"2903706","Boa Nova (BA)","Rural","Total","62.34"
"2903805","Boa Vista do Tupim (BA)","Rural","Total","63.35"
"2903904","Bom Jesus da Lapa (BA)","Rural","Total","32.11"
"2903953","Bom Jesus da Serra (BA)","Rural","Total","72.63"
"2904001","Boninal (BA)","Rural","Total","66.36"
"2904050","Bonito (BA)","Rural","Total","57.99"
"2904100","Boquira (BA)","Rural","Total","66.58"
"2904209","Botuporã (BA)","Rural","Total","63.46"
"2904308","Brejões (BA)","Rural","Total","65.43"
"2904407","Brejolândia (BA)","Rural","Total","82.09"
"2904506","Brotas de Macaúbas (BA)","Rural","Total","70.91"
"2904605","Brumado (BA)","Rural","Total","30.14"
"2904704","Buerarema (BA)","Rural","Total","17.89"
"2904753","Buritirama (BA)","Rural","Total","59.67"
"2904803","Caatiba (BA)","Rural","Total","52.73"
"2904852","Cabaceiras do Paraguaçu (BA)","Rural","Total","73.20"
"2904902","Cachoeira (BA)","Rural","Total","48.83"
"2905008","Caculé (BA)","Rural","Total","40.15"
"2905107","Caém (BA)","Rural","Total","64.75"
"2905156","Caetanos (BA)","Rural","Total","75.87"
"2905206","Caetité (BA)","Rural","Total","40.13"
"2905305","Cafarnaum (BA)","Rural","Total","38.62"
"2905404","Cairu (BA)","Rural","Total","47.01"
"2905503","Caldeirão Grande (BA)","Rural","Total","63.51"
"2905602","Camacan (BA)","Rural","Total","21.57"
"2905701","Camaçari (BA)","Rural","Total","4.53"
"2905800","Camamu (BA)","Rural","Total","55.61"
"2905909","Campo Alegre de Lourdes (BA)","Rural","Total","71.07"
"2906006","Campo Formoso (BA)","Rural","Total","62.68"
"2906105","Canápolis (BA)","Rural","Total","65.73"
"2906204","Canarana (BA)","Rural","Total","52.40"
"2906303","Canavieiras (BA)","Rural","Total","19.89"
"2906402","Candeal (BA)","Rural","Total","60.92"
"2906501","Candeias (BA)","Rural","Total","8.61"
"2906600","Candiba (BA)","Rural","Total","41.52"
"2906709","Cândido Sales (BA)","Rural","Total","30.92"
"2906808","Cansanção (BA)","Rural","Total","66.51"
"2906824","Canudos (BA)","Rural","Total","44.71"
"2906857","Capela do Alto Alegre (BA)","Rural","Total","51.46"
"2906873","Capim Grosso (BA)","Rural","Total","18.12"
"2906899","Caraíbas (BA)","Rural","Total","75.42"
"2906907","Caravelas (BA)","Rural","Total","45.22"
"2907004","Cardeal da Silva (BA)","Rural","Total","67.40"
"2907103","Carinhanha (BA)","Rural","Total","55.66"
"2907202","Casa Nova (BA)","Rural","Total","42.19"
"2907301","Castro Alves (BA)","Rural","Total","38.26"
"2907400","Catolândia (BA)","Rural","Total","62.98"
"2907509","Catu (BA)","Rural","Total","16.29"
"2907558","Caturama (BA)","Rural","Total","73.15"
"2907608","Central (BA)","Rural","Total","52.05"
"2907707","Chorrochó (BA)","Rural","Total","75.49"
"2907806","Cícero Dantas (BA)","Rural","Total","45.12"
"2907905","Cipó (BA)","Rural","Total","28.36"
"2908002","Coaraci (BA)","Rural","Total","8.75"
"2908101","Cocos (BA)","Rural","Total","52.78"
"2908200","Conceição da Feira (BA)","Rural","Total","35.57"
"2908309","Conceição do Almeida (BA)","Rural","Total","55.69"
"2908408","Conceição do Coité (BA)","Rural","Total","41.52"
"2908507","Conceição do Jacuípe (BA)","Rural","Total","21.86"
"2908606","Conde (BA)","Rural","Total","48.65"
"2908705","Condeúba (BA)","Rural","Total","55.84"
"2908804","Contendas do Sincorá (BA)","Rural","Total","50.74"
"2908903","Coração de Maria (BA)","Rural","Total","58.04"
"2909000","Cordeiros (BA)","Rural","Total","68.77"
"2909109","Coribe (BA)","Rural","Total","57.08"
"2909208","Coronel João Sá (BA)","Rural","Total","58.73"
"2909307","Correntina (BA)","Rural","Total","59.67"
"2909406","Cotegipe (BA)","Rural","Total","51.25"
"2909505","Cravolândia (BA)","Rural","Total","36.92"
"2909604","Crisópolis (BA)","Rural","Total","57.04"
"2909703","Cristópolis (BA)","Rural","Total","76.41"
"2909802","Cruz das Almas (BA)","Rural","Total","14.88"
"2909901","Curaçá (BA)","Rural","Total","57.35"
"2910008","Dário Meira (BA)","Rural","Total","60.35"
"2910057","Dias d'Ávila (BA)","Rural","Total","5.97"
"2910107","Dom Basílio (BA)","Rural","Total","80.26"
"2910206","Dom Macedo Costa (BA)","Rural","Total","54.54"
"2910305","Elísio Medrado (BA)","Rural","Total","59.13"
"2910404","Encruzilhada (BA)","Rural","Total","78.41"
"2910503","Entre Rios (BA)","Rural","Total","40.25"
"2910602","Esplanada (BA)","Rural","Total","36.52"
"2910701","Euclides da Cunha (BA)","Rural","Total","51.29"
"2910727","Eunápolis (BA)","Rural","Total","6.77"
"2910750","Fátima (BA)","Rural","Total","60.82"
"2910776","Feira da Mata (BA)","Rural","Total","47.56"
"2910800","Feira de Santana (BA)","Rural","Total","8.27"
"2910859","Filadélfia (BA)","Rural","Total","46.11"
"2910909","Firmino Alves (BA)","Rural","Total","19.45"
"2911006","Floresta Azul (BA)","Rural","Total","31.12"
"2911105","Formosa do Rio Preto (BA)","Rural","Total","39.42"
"2911204","Gandu (BA)","Rural","Total","18.09"
"2911253","Gavião (BA)","Rural","Total","44.35"
"2911303","Gentio do Ouro (BA)","Rural","Total","49.63"
"2911402","Glória (BA)","Rural","Total","81.25"
"2911501","Gongogi (BA)","Rural","Total","35.89"
"2911600","Governador Mangabeira (BA)","Rural","Total","62.57"
"2911659","Guajeru (BA)","Rural","Total","80.05"
"2911709","Guanambi (BA)","Rural","Total","20.64"
"2911808","Guaratinga (BA)","Rural","Total","52.97"
"2911857","Heliópolis (BA)","Rural","Total","58.85"
"2911907","Iaçu (BA)","Rural","Total","21.64"
"2912004","Ibiassucê (BA)","Rural","Total","53.23"
"2912103","Ibicaraí (BA)","Rural","Total","26.31"
"2912202","Ibicoara (BA)","Rural","Total","36.58"
"2912301","Ibicuí (BA)","Rural","Total","24.21"
"2912400","Ibipeba (BA)","Rural","Total","40.92"
"2912509","Ibipitanga (BA)","Rural","Total","63.62"
"2912608","Ibiquera (BA)","Rural","Total","49.42"
"2912707","Ibirapitanga (BA)","Rural","Total","72.73"
"2912806","Ibirapuã (BA)","Rural","Total","43.04"
"2912905","Ibirataia (BA)","Rural","Total","16.90"
"2913002","Ibitiara (BA)","Rural","Total","77.84"
"2913101","Ibititá (BA)","Rural","Total","53.26"
"2913200","Ibotirama (BA)","Rural","Total","23.30"
"2913309","Ichu (BA)","Rural","Total","35.97"
"2913408","Igaporã (BA)","Rural","Total","48.28"
"2913457","Igrapiúna (BA)","Rural","Total","67.96"
"2913507","Iguaí (BA)","Rural","Total","43.28"
"2913606","Ilhéus (BA)","Rural","Total","15.72"
"2913705","Inhambupe (BA)","Rural","Total","56.94"
"2913804","Ipecaetá (BA)","Rural","Total","82.80"
"2913903","Ipiaú (BA)","Rural","Total","9.02"
"2914000","Ipirá (BA)","Rural","Total","51.12"
"2914109","Ipupiara (BA)","Rural","Total","35.61"
"2914208","Irajuba (BA)","Rural","Total","53.26"
"2914307","Iramaia (BA)","Rural","Total","55.19"
"2914406","Iraquara (BA)","Rural","Total","70.10"
"2914505","Irará (BA)","Rural","Total","59.05"
"2914604","Irecê (BA)","Rural","Total","7.80"
"2914653","Itabela (BA)","Rural","Total","24.68"
"2914703","Itaberaba (BA)","Rural","Total","21.33"
"2914802","Itabuna (BA)","Rural","Total","2.40"
"2914901","Itacaré (BA)","Rural","Total","43.90"
"2915007","Itaeté (BA)","Rural","Total","58.40"
"2915106","Itagi (BA)","Rural","Total","21.77"
"2915205","Itagibá (BA)","Rural","Total","37.00"
"2915304","Itagimirim (BA)","Rural","Total","20.55"
"2915353","Itaguaçu da Bahia (BA)","Rural","Total","80.33"
"2915403","Itaju do Colônia (BA)","Rural","Total","19.82"
"2915502","Itajuípe (BA)","Rural","Total","20.12"
"2915601","Itamaraju (BA)","Rural","Total","21.06"
"2915700","Itamari (BA)","Rural","Total","26.12"
"2915809","Itambé (BA)","Rural","Total","14.69"
"2915908","Itanagra (BA)","Rural","Total","69.37"
"2916005","Itanhém (BA)","Rural","Total","29.73"
"2916104","Itaparica (BA)","Rural","Total","-"
"2916203","Itapé (BA)","Rural","Total","34.70"
"2916302","Itapebi (BA)","Rural","Total","21.22"
"2916401","Itapetinga (BA)","Rural","Total","2.93"
"2916500","Itapicuru (BA)","Rural","Total","79.31"
"2916609","Itapitanga (BA)","Rural","Total","25.63"
"2916708","Itaquara (BA)","Rural","Total","39.98"
"2916807","Itarantim (BA)","Rural","Total","17.46"
"2916856","Itatim (BA)","Rural","Total","30.37"
"2916906","Itiruçu (BA)","Rural","Total","24.95"
"2917003","Itiúba (BA)","Rural","Total","73.14"
"2917102","Itororó (BA)","Rural","Total","9.11"
"2917201","Ituaçu (BA)","Rural","Total","63.76"
"2917300","Ituberá (BA)","Rural","Total","27.60"
"2917334","Iuiu (BA)","Rural","Total","51.52"
"2917359","Jaborandi (BA)","Rural","Total","66.12"
"2917409","Jacaraci (BA)","Rural","Total","63.94"
"2917508","Jacobina (BA)","Rural","Total","29.50"
"2917607","Jaguaquara (BA)","Rural","Total","23.84"
"2917706","Jaguarari (BA)","Rural","Total","45.25"
"2917805","Jaguaripe (BA)","Rural","Total","67.83"
"2917904","Jandaíra (BA)","Rural","Total","40.50"
"2918001","Jequié (BA)","Rural","Total","8.21"
"2918100","Jeremoabo (BA)","Rural","Total","53.72"
"2918209","Jiquiriçá (BA)","Rural","Total","60.47"
"2918308","Jitaúna (BA)","Rural","Total","34.40"
"2918357","João Dourado (BA)","Rural","Total","39.82"
"2918407","Juazeiro (BA)","Rural","Total","18.79"
"2918456","Jucuruçu (BA)","Rural","Total","77.73"
"2918506","Jussara (BA)","Rural","Total","33.22"
"2918555","Jussari (BA)","Rural","Total","24.68"
"2918605","Jussiape (BA)","Rural","Total","61.80"
"2918704","Lafaiete Coutinho (BA)","Rural","Total","46.07"
"2918753","Lagoa Real (BA)","Rural","Total","79.85"
"2918803","Laje (BA)","Rural","Total","72.61"
"2918902","Lajedão (BA)","Rural","Total","44.39"
"2919009","Lajedinho (BA)","Rural","Total","68.37"
"2919058","Lajedo do Tabocal (BA)","Rural","Total","38.00"
"2919108","Lamarão (BA)","Rural","Total","78.19"
"2919157","Lapão (BA)","Rural","Total","60.81"
"2919207","Lauro de Freitas (BA)","Rural","Total","-"
"2919306","Lençóis (BA)","Rural","Total","22.48"
"2919405","Licínio de Almeida (BA)","Rural","Total","49.21"
"2919504","Livramento de Nossa Senhora (BA)","Rural","Total","51.91"
"2919553","Luís Eduardo Magalhães (BA)","Rural","Total","8.69"
"2919603","Macajuba (BA)","Rural","Total","38.81"
"2919702","Macarani (BA)","Rural","Total","20.21"
"2919801","Macaúbas (BA)","Rural","Total","67.25"
"2919900","Macururé (BA)","Rural","Total","64.57"
"2919926","Madre de Deus (BA)","Rural","Total","3.00"
"2919959","Maetinga (BA)","Rural","Total","59.97"
"2920007","Maiquinique (BA)","Rural","Total","21.25"
"2920106","Mairi (BA)","Rural","Total","42.49"
"2920205","Malhada (BA)","Rural","Total","59.04"
"2920304","Malhada de Pedras (BA)","Rural","Total","61.81"
"2920403","Manoel Vitorino (BA)","Rural","Total","48.85"
"2920452","Mansidão (BA)","Rural","Total","62.02"
"2920502","Maracás (BA)","Rural","Total","28.06"
"2920601","Maragogipe (BA)","Rural","Total","41.39"
"2920700","Maraú (BA)","Rural","Total","81.36"
"2920809","Marcionílio Souza (BA)","Rural","Total","49.41"
"2920908","Mascote (BA)","Rural","Total","20.23"
"2921005","Mata de São João (BA)","Rural","Total","25.78"
"2921054","Matina (BA)","Rural","Total","68.84"
"2921104","Medeiros Neto (BA)","Rural","Total","20.85"
"2921203","Miguel Calmon (BA)","Rural","Total","39.32"
"2921302","Milagres (BA)","Rural","Total","24.42"
"2921401","Mirangaba (BA)","Rural","Total","51.60"
"2921450","Mirante (BA)","Rural","Total","82.78"
"2921500","Monte Santo (BA)","Rural","Total","83.10"
"2921609","Morpará (BA)","Rural","Total","33.12"
"2921708","Morro do Chapéu (BA)","Rural","Total","42.36"
"2921807","Mortugaba (BA)","Rural","Total","52.82"
"2921906","Mucugê (BA)","Rural","Total","60.36"
"2922003","Mucuri (BA)","Rural","Total","23.69"
"2922052","Mulungu do Morro (BA)","Rural","Total","51.68"
"2922102","Mundo Novo (BA)","Rural","Total","44.40"
"2922201","Muniz Ferreira (BA)","Rural","Total","53.61"
"2922250","Muquém do São Francisco (BA)","Rural","Total","87.51"
"2922300","Muritiba (BA)","Rural","Total","37.58"
"2922409","Mutuípe (BA)","Rural","Total","54.97"
"2922508","Nazaré (BA)","Rural","Total","16.17"
"2922607","Nilo Peçanha (BA)","Rural","Total","75.22"
"2922656","Nordestina (BA)","Rural","Total","68.30"
"2922706","Nova Canaã (BA)","Rural","Total","59.00"
"2922730","Nova Fátima (BA)","Rural","Total","33.25"
"2922755","Nova Ibiá (BA)","Rural","Total","57.78"
"2922805","Nova Itarana (BA)","Rural","Total","63.48"
"2922854","Nova Redenção (BA)","Rural","Total","34.81"
"2922904","Nova Soure (BA)","Rural","Total","51.40"
"2923001","Nova Viçosa (BA)","Rural","Total","13.05"
"2923035","Novo Horizonte (BA)","Rural","Total","67.16"
"2923050","Novo Triunfo (BA)","Rural","Total","50.15"
"2923100","Olindina (BA)","Rural","Total","48.79"
"2923209","Oliveira dos Brejinhos (BA)","Rural","Total","69.84"
"2923308","Ouriçangas (BA)","Rural","Total","66.71"
"2923357","Ourolândia (BA)","Rural","Total","61.39"
"2923407","Palmas de Monte Alto (BA)","Rural","Total","52.67"
"2923506","Palmeiras (BA)","Rural","Total","37.71"
"2923605","Paramirim (BA)","Rural","Total","52.25"
"2923704","Paratinga (BA)","Rural","Total","63.04"
"2923803","Paripiranga (BA)","Rural","Total","65.68"
"2923902","Pau Brasil (BA)","Rural","Total","31.98"
"2924009","Paulo Afonso (BA)","Rural","Total","13.83"
"2924058","Pé de Serra (BA)","Rural","Total","62.38"
